03506-8	岩手県	九戸村
03507-6	岩手県	洋野町
03524-6	岩手県	一戸町
04100-9	宮城県	仙台市
04202-1	宮城県	石巻市
04203-0	宮城県	塩竈市
04205-6	宮城県	気仙沼市
04206-4	宮城県	白石市
04207-2	宮城県	名取市
04208-1	宮城県	角田市
04209-9	宮城県	多賀城市
04211-1	宮城県	岩沼市
04212-9	宮城県	登米市
04213-7	宮城県	栗原市
04214-5	宮城県	東松島市
04215-3	宮城県	大崎市
04301-0	宮城県	蔵王町
04302-8	宮城県	七ケ宿町
04321-4	宮城県	大河原町
04322-2	宮城県	村田町
04323-1	宮城県	柴田町
04324-9	宮城県	川崎町
04341-9	宮城県	丸森町
04361-3	宮城県	亘理町
04362-1	宮城県	山元町
04401-6	宮城県	松島町
04404-1	宮城県	七ヶ浜町
04406-7	宮城県	利府町
04421-1	宮城県	大和町
04422-9	宮城県	大郷町
04423-7	宮城県	富谷町
04424-5	宮城県	大衡村
04444-0	宮城県	色麻町
04445-8	宮城県	加美町
04501-2	宮城県	涌谷町
04505-5	宮城県	美里町
04581-1	宮城県	女川町
04606-0	宮城県	南三陸町
05201-9	秋田県	秋田市
05202-7	秋田県	能代市
05203-5	秋田県	横手市
05204-3	秋田県	大館市
05206-0	秋田県	男鹿市
05207-8	秋田県	湯沢市
05209-4	秋田県	鹿角市
05210-8	秋田県	由利本荘市
05211-6	秋田県	潟上市
05212-4	秋田県	大仙市
05213-2	秋田県	北秋田市
05214-1	秋田県	にかほ市
05215-9	秋田県	仙北市
05303-1	秋田県	小坂町
05327-9	秋田県	上小阿仁村
05346-5	秋田県	藤里町
05348-1	秋田県	三種町
05349-0	秋田県	八峰町
05361-9	秋田県	五城目町
05363-5	秋田県	八郎潟町
05366-0	秋田県	井川町
05368-6	秋田県	大潟村
05434-8	秋田県	美郷町
05463-1	秋田県	羽後町
05464-0	秋田県	東成瀬村
06201-4	山形県	山形市
06202-2	山形県	米沢市
06203-1	山形県	鶴岡市
06204-9	山形県	酒田市
06205-7	山形県	新庄市
06206-5	山形県	寒河江市
06207-3	山形県	上山市
06208-1	山形県	村山市
06209-0	山形県	長井市
06210-3	山形県	天童市
06211-1	山形県	東根市
06212-0	山形県	尾花沢市
06213-8	山形県	南陽市
06301-1	山形県	山辺町
06302-9	山形県	中山町
06321-5	山形県	河北町
06322-3	山形県	西川町
06323-1	山形県	朝日町
06324-0	山形県	大江町
06341-0	山形県	大石田町
06361-4	山形県	金山町
06362-2	山形県	最上町
06363-1	山形県	舟形町
06364-9	山形県	真室川町
06365-7	山形県	大蔵村
06366-5	山形県	鮭川村
06367-3	山形県	戸沢村
06381-9	山形県	高畠町
06382-7	山形県	川西町
06401-7	山形県	小国町
06402-5	山形県	白鷹町
06403-3	山形県	飯豊町
06426-2	山形県	三川町
06428-9	山形県	庄内町
06461-1	山形県	遊佐町
07201-0	福島県	福島市
07202-8	福島県	会津若松市
07203-6	福島県	郡山市
07204-4	福島県	いわき市
07205-2	福島県	白河市
07207-9	福島県	須賀川市
07208-7	福島県	喜多方市
07209-5	福島県	相馬市
07210-9	福島県	二本松市
07211-7	福島県	田村市
07212-5	福島県	南相馬市
07213-3	福島県	伊達市
07214-1	福島県	本宮市
07301-6	福島県	桑折町
07303-2	福島県	国見町
07308-3	福島県	川俣町
07322-9	福島県	大玉村
07342-3	福島県	鏡石町
07344-0	福島県	天栄村
07362-8	福島県	下郷町
07364-4	福島県	檜枝岐村
07367-9	福島県	只見町
07368-7	福島県	南会津町
07402-1	福島県	北塩原村
07405-5	福島県	西会津町
07407-1	福島県	磐梯町
07408-0	福島県	猪苗代町
07421-7	福島県	会津坂下町
07422-5	福島県	湯川村
07423-3	福島県	柳津町
07444-6	福島県	三島町
07445-4	福島県	金山町
07446-2	福島県	昭和村
07447-1	福島県	会津美里町
07461-6	福島県	西郷村
07464-1	福島県	泉崎村
07465-9	福島県	中島村
07466-7	福島県	矢吹町
07481-1	福島県	棚倉町
07482-9	福島県	矢祭町
07483-7	福島県	塙町
07484-5	福島県	鮫川村
07501-9	福島県	石川町
07502-7	福島県	玉川村
07503-5	福島県	平田村
07504-3	福島県	浅川町
07505-1	福島県	古殿町
07521-3	福島県	三春町
07522-1	福島県	小野町
07541-8	福島県	広野町
07542-6	福島県	楢葉町
07543-4	福島県	富岡町
07544-2	福島県	川内村
07545-1	福島県	大熊町
07546-9	福島県	双葉町
07547-7	福島県	浪江町
07548-5	福島県	葛尾村
07561-2	福島県	新地町
07564-7	福島県	飯舘村
08201-5	茨城県	水戸市
08202-3	茨城県	日立市
08203-1	茨城県	土浦市
08204-0	茨城県	古河市
08205-8	茨城県	石岡市
08207-4	茨城県	結城市
08208-2	茨城県	龍ケ崎市
08210-4	茨城県	下妻市
08211-2	茨城県	常総市
08212-1	茨城県	常陸太田市
08214-7	茨城県	高萩市
08215-5	茨城県	北茨城市
08216-3	茨城県	笠間市
08217-1	茨城県	取手市
08219-8	茨城県	牛久市
08220-1	茨城県	つくば市
08221-0	茨城県	ひたちなか市
08222-8	茨城県	鹿嶋市
08223-6	茨城県	潮来市
08224-4	茨城県	守谷市
08225-2	茨城県	常陸大宮市
08226-1	茨城県	那珂市
08227-9	茨城県	筑西市
08228-7	茨城県	坂東市
08229-5	茨城県	稲敷市
08230-9	茨城県	かすみがうら市
08231-7	茨城県	桜川市
08232-5	茨城県	神栖市
08233-3	茨城県	行方市
08234-1	茨城県	鉾田市
08235-0	茨城県	つくばみらい市
08236-8	茨城県	小美玉市
08302-0	茨城県	茨城町
08309-7	茨城県	大洗町
08310-1	茨城県	城里町
08341-1	茨城県	東海村
08364-0	茨城県	大子町
08442-5	茨城県	美浦村
08443-3	茨城県	阿見町
08447-6	茨城県	河内町
08521-9	茨城県	八千代町
08542-1	茨城県	五霞町
08546-4	茨城県	境町
08564-2	茨城県	利根町
09201-1	栃木県	宇都宮市
09202-9	栃木県	足利市
09203-7	栃木県	栃木市
09204-5	栃木県	佐野市
09205-3	栃木県	鹿沼市
09206-1	栃木県	日光市
09208-8	栃木県	小山市
09209-6	栃木県	真岡市
09210-0	栃木県	大田原市
09211-8	栃木県	矢板市
09213-4	栃木県	那須塩原市
09214-2	栃木県	さくら市
09215-1	栃木県	那須烏山市
09216-9	栃木県	下野市
09301-7	栃木県	上三川町
09321-1	栃木県	西方町
09342-4	栃木県	益子町
09343-2	栃木県	茂木町
09344-1	栃木県	市貝町
09345-9	栃木県	芳賀町
09361-1	栃木県	壬生町
09364-5	栃木県	野木町
09367-0	栃木県	岩舟町
09384-0	栃木県	塩谷町
09386-6	栃木県	高根沢町
09407-2	栃木県	那須町
09411-1	栃木県	那珂川町
10201-6	群馬県	前橋市
10202-4	群馬県	高崎市
10203-2	群馬県	桐生市
10204-1	群馬県	伊勢崎市
10205-9	群馬県	太田市
10206-7	群馬県	沼田市
10207-5	群馬県	館林市
10208-3	群馬県	渋川市
10209-1	群馬県	藤岡市
10210-5	群馬県	富岡市
10211-3	群馬県	安中市
10212-1	群馬県	みどり市
10344-6	群馬県	榛東村
10345-4	群馬県	吉岡町
10366-7	群馬県	上野村
10367-5	群馬県	神流町
10382-9	群馬県	下仁田町
10383-7	群馬県	南牧村
10384-5	群馬県	甘楽町
10421-3	群馬県	中之条町
10424-8	群馬県	長野原町
10425-6	群馬県	嬬恋村
10426-4	群馬県	草津町
10428-1	群馬県	高山村
10429-9	群馬県	東吾妻町
10443-4	群馬県	片品村
10444-2	群馬県	川場村
10448-5	群馬県	昭和村
10449-3	群馬県	みなかみ町
10464-7	群馬県	玉村町
10521-0	群馬県	板倉町
10522-8	群馬県	明和町
10523-6	群馬県	千代田町
10524-4	群馬県	大泉町
10525-2	群馬県	邑楽町
11100-7	埼玉県	さいたま市
11201-1	埼玉県	川越市
11202-0	埼玉県	熊谷市
11203-8	埼玉県	川口市
11206-2	埼玉県	行田市
11207-1	埼玉県	秩父市
11208-9	埼玉県	所沢市
11209-7	埼玉県	飯能市
11210-1	埼玉県	加須市
11211-9	埼玉県	本庄市
11212-7	埼玉県	東松山市
11214-3	埼玉県	春日部市
11215-1	埼玉県	狭山市
11216-0	埼玉県	羽生市
11217-8	埼玉県	鴻巣市
11218-6	埼玉県	深谷市
11219-4	埼玉県	上尾市
11221-6	埼玉県	草加市
11222-4	埼玉県	越谷市
11223-2	埼玉県	蕨市
11224-1	埼玉県	戸田市
11225-9	埼玉県	入間市
11226-7	埼玉県	鳩ヶ谷市
11227-5	埼玉県	朝霞市
11228-3	埼玉県	志木市
11229-1	埼玉県	和光市
11230-5	埼玉県	新座市
11231-3	埼玉県	桶川市
11232-1	埼玉県	久喜市
11233-0	埼玉県	北本市
11234-8	埼玉県	八潮市
11235-6	埼玉県	富士見市
11237-2	埼玉県	三郷市
11238-1	埼玉県	蓮田市
11239-9	埼玉県	坂戸市
11240-2	埼玉県	幸手市
11241-1	埼玉県	鶴ヶ島市
11242-9	埼玉県	日高市
11243-7	埼玉県	吉川市
11245-3	埼玉県	ふじみ野市
11301-8	埼玉県	伊奈町
11324-7	埼玉県	三芳町
11326-3	埼玉県	毛呂山町
11327-1	埼玉県	越生町
11341-7	埼玉県	滑川町
11342-5	埼玉県	嵐山町
11343-3	埼玉県	小川町
11346-8	埼玉県	川島町
11347-6	埼玉県	吉見町
11348-4	埼玉県	鳩山町
11349-2	埼玉県	ときがわ町
11361-1	埼玉県	横瀬町
11362-0	埼玉県	皆野町
11363-8	埼玉県	長瀞町
11365-4	埼玉県	小鹿野町
11369-7	埼玉県	東秩父村
11381-6	埼玉県	美里町
11383-2	埼玉県	神川町
11385-9	埼玉県	上里町
11408-1	埼玉県	寄居町
11442-1	埼玉県	宮代町
11445-6	埼玉県	白岡町
11246-1	埼玉県	白岡市
11464-2	埼玉県	杉戸町
11465-1	埼玉県	松伏町
12100-2	千葉県	千葉市
12202-5	千葉県	銚子市
12203-3	千葉県	市川市
12204-1	千葉県	船橋市
12205-0	千葉県	館山市
12206-8	千葉県	木更津市
12207-6	千葉県	松戸市
12208-4	千葉県	野田市
12210-6	千葉県	茂原市
12211-4	千葉県	成田市
12212-2	千葉県	佐倉市
12213-1	千葉県	東金市
12215-7	千葉県	旭市
12216-5	千葉県	習志野市
12217-3	千葉県	柏市
12218-1	千葉県	勝浦市
12219-0	千葉県	市原市
12220-3	千葉県	流山市
12221-1	千葉県	八千代市
12222-0	千葉県	我孫子市
12223-8	千葉県	鴨川市
12224-6	千葉県	鎌ケ谷市
12225-4	千葉県	君津市
12226-2	千葉県	富津市
12227-1	千葉県	浦安市
12228-9	千葉県	四街道市
12229-7	千葉県	袖ケ浦市
12230-1	千葉県	八街市
12231-9	千葉県	印西市
12232-7	千葉県	白井市
12233-5	千葉県	富里市
12234-3	千葉県	南房総市
12235-1	千葉県	匝瑳市
12236-0	千葉県	香取市
12237-8	千葉県	山武市
12238-6	千葉県	いすみ市
12239-4	千葉県	大網白里市
12322-6	千葉県	酒々井町
12329-3	千葉県	栄町
12342-1	千葉県	神崎町
12347-1	千葉県	多古町
12349-8	千葉県	東庄町
12402-8	千葉県	大網白里町
12403-6	千葉県	九十九里町
12409-5	千葉県	芝山町
12410-9	千葉県	横芝光町
12421-4	千葉県	一宮町
12422-2	千葉県	睦沢町
12423-1	千葉県	長生村
12424-9	千葉県	白子町
12426-5	千葉県	長柄町
12427-3	千葉県	長南町
12441-9	千葉県	大多喜町
12443-5	千葉県	御宿町
12463-0	千葉県	鋸南町
13201-2	東京都	八王子市
13202-1	東京都	立川市
13203-9	東京都	武蔵野市
13204-7	東京都	三鷹市
13205-5	東京都	青梅市
13206-3	東京都	府中市
13207-1	東京都	昭島市
13208-0	東京都	調布市
13209-8	東京都	町田市
13210-1	東京都	小金井市
13211-0	東京都	小平市
13212-8	東京都	日野市
13213-6	東京都	東村山市
13214-4	東京都	国分寺市
13215-2	東京都	国立市
13218-7	東京都	福生市
13219-5	東京都	狛江市
13220-9	東京都	東大和市
13221-7	東京都	清瀬市
13222-5	東京都	東久留米市
13223-3	東京都	武蔵村山市
13224-1	東京都	多摩市
13225-0	東京都	稲城市
13227-6	東京都	羽村市
13228-4	東京都	あきる野市
13229-2	東京都	西東京市
13303-5	東京都	瑞穂町
13305-1	東京都	日の出町
13307-8	東京都	檜原村
13308-6	東京都	奥多摩町
13361-2	東京都	大島町
13362-1	東京都	利島村
13363-9	東京都	新島村
13364-7	東京都	神津島村
13381-7	東京都	三宅村
13382-5	東京都	御蔵島村
13401-5	東京都	八丈町
13402-3	東京都	青ヶ島村
13421-0	東京都	小笠原村
14100-3	神奈川県	横浜市
14130-5	神奈川県	川崎市
14150-0	神奈川県	相模原市
14201-8	神奈川県	横須賀市
14203-4	神奈川県	平塚市
14204-2	神奈川県	鎌倉市
14205-1	神奈川県	藤沢市
14206-9	神奈川県	小田原市
14207-7	神奈川県	茅ヶ崎市
14208-5	神奈川県	逗子市
14210-7	神奈川県	三浦市
14211-5	神奈川県	秦野市
14212-3	神奈川県	厚木市
14213-1	神奈川県	大和市
14214-0	神奈川県	伊勢原市
14215-8	神奈川県	海老名市
14216-6	神奈川県	座間市
14217-4	神奈川県	南足柄市
14218-2	神奈川県	綾瀬市
14301-4	神奈川県	葉山町
14321-9	神奈川県	寒川町
14341-3	神奈川県	大磯町
14342-1	神奈川県	二宮町
14361-8	神奈川県	中井町
14362-6	神奈川県	大井町
14363-4	神奈川県	松田町
14364-2	神奈川県	山北町
14366-9	神奈川県	開成町
14382-1	神奈川県	箱根町
14383-9	神奈川県	真鶴町
14384-7	神奈川県	湯河原町
14401-1	神奈川県	愛川町
14402-9	神奈川県	清川村
15100-9	新潟県	新潟市
15202-1	新潟県	長岡市
15204-8	新潟県	三条市
15205-6	新潟県	柏崎市
15206-4	新潟県	新発田市
15208-1	新潟県	小千谷市
15209-9	新潟県	加茂市
15210-2	新潟県	十日町市
15211-1	新潟県	見附市
15212-9	新潟県	村上市
15213-7	新潟県	燕市
15216-1	新潟県	糸魚川市
15217-0	新潟県	妙高市
15218-8	新潟県	五泉市
15222-6	新潟県	上越市
15223-4	新潟県	阿賀野市
15224-2	新潟県	佐渡市
15225-1	新潟県	魚沼市
15226-9	新潟県	南魚沼市
15227-7	新潟県	胎内市
15307-9	新潟県	聖籠町
15342-7	新潟県	弥彦村
15361-3	新潟県	田上町
15385-1	新潟県	阿賀町
15405-9	新潟県	出雲崎町
15461-0	新潟県	湯沢町
15482-2	新潟県	津南町
15504-7	新潟県	刈羽村
15581-1	新潟県	関川村
15586-1	新潟県	粟島浦村
16201-9	富山県	富山市
16202-7	富山県	高岡市
16204-3	富山県	魚津市
16205-1	富山県	氷見市
16206-0	富山県	滑川市
16207-8	富山県	黒部市
16208-6	富山県	砺波市
16209-4	富山県	小矢部市
16210-8	富山県	南砺市
16211-6	富山県	射水市
16321-0	富山県	舟橋村
16322-8	富山県	上市町
16323-6	富山県	立山町
16342-2	富山県	入善町
16343-1	富山県	朝日町
17201-4	石川県	金沢市
17202-2	石川県	七尾市
17203-1	石川県	小松市
17204-9	石川県	輪島市
17205-7	石川県	珠洲市
17206-5	石川県	加賀市
17207-3	石川県	羽咋市
17209-0	石川県	かほく市
17210-3	石川県	白山市
17211-1	石川県	能美市
17324-0	石川県	川北町
17344-4	石川県	野々市町
17361-4	石川県	津幡町
17365-7	石川県	内灘町
17384-3	石川県	志賀町
17386-0	石川県	宝達志水町
17407-6	石川県	中能登町
17461-1	石川県	穴水町
17463-7	石川県	能登町
18201-0	福井県	福井市
18202-8	福井県	敦賀市
18204-4	福井県	小浜市
18205-2	福井県	大野市
18206-1	福井県	勝山市
18207-9	福井県	鯖江市
18208-7	福井県	あわら市
18209-5	福井県	越前市
18210-9	福井県	坂井市
18322-9	福井県	永平寺町
18382-2	福井県	池田町
18404-7	福井県	南越前町
18423-3	福井県	越前町
18442-0	福井県	美浜町
18481-1	福井県	高浜町
18483-7	福井県	おおい町
18501-9	福井県	若狭町
19201-5	山梨県	甲府市
19202-3	山梨県	富士吉田市
19204-0	山梨県	都留市
19205-8	山梨県	山梨市
19206-6	山梨県	大月市
19207-4	山梨県	韮崎市
19208-2	山梨県	南アルプス市
19209-1	山梨県	北杜市
19210-4	山梨県	甲斐市
19211-2	山梨県	笛吹市
19212-1	山梨県	上野原市
19213-9	山梨県	甲州市
19214-7	山梨県	中央市
19346-1	山梨県	市川三郷町
19364-0	山梨県	早川町
19365-8	山梨県	身延町
19366-6	山梨県	南部町
19368-2	山梨県	富士川町
19384-4	山梨県	昭和町
19422-1	山梨県	道志村
19423-9	山梨県	西桂町
19424-7	山梨県	忍野村
19425-5	山梨県	山中湖村
19429-8	山梨県	鳴沢村
19430-1	山梨県	富士河口湖町
19442-5	山梨県	小菅村
19443-3	山梨県	丹波山村
20201-1	長野県	長野市
20202-9	長野県	松本市
20203-7	長野県	上田市
20204-5	長野県	岡谷市
20205-3	長野県	飯田市
20206-1	長野県	諏訪市
20207-0	長野県	須坂市
20208-8	長野県	小諸市
20209-6	長野県	伊那市
20210-0	長野県	駒ヶ根市
20211-8	長野県	中野市
20212-6	長野県	大町市
20213-4	長野県	飯山市
20214-2	長野県	茅野市
20215-1	長野県	塩尻市
20217-7	長野県	佐久市
20218-5	長野県	千曲市
20219-3	長野県	東御市
20220-7	長野県	安曇野市
20303-3	長野県	小海町
20304-1	長野県	川上村
20305-0	長野県	南牧村
20306-8	長野県	南相木村
20307-6	長野県	北相木村
20309-2	長野県	佐久穂町
20321-1	長野県	軽井沢町
20323-8	長野県	御代田町
20324-6	長野県	立科町
20349-1	長野県	青木村
20350-5	長野県	長和町
20361-1	長野県	下諏訪町
20362-9	長野県	富士見町
20363-7	長野県	原村
20382-3	長野県	辰野町
20383-1	長野県	箕輪町
20384-0	長野県	飯島町
20385-8	長野県	南箕輪村
20386-6	長野県	中川村
20388-2	長野県	宮田村
20402-1	長野県	松川町
20403-0	長野県	高森町
20404-8	長野県	阿南町
20407-2	長野県	阿智村
20409-9	長野県	平谷村
20410-2	長野県	根羽村
20411-1	長野県	下條村
20412-9	長野県	売木村
20413-7	長野県	天龍村
20414-5	長野県	泰阜村
20415-3	長野県	喬木村
20416-1	長野県	豊丘村
20417-0	長野県	大鹿村
20422-6	長野県	上松町
20423-4	長野県	南木曽町
20425-1	長野県	木祖村
20429-3	長野県	王滝村
20430-7	長野県	大桑村
20432-3	長野県	木曽町
20446-3	長野県	麻績村
20448-0	長野県	生坂村
20450-1	長野県	山形村
20451-0	長野県	朝日村
20452-8	長野県	筑北村
20481-1	長野県	池田町
20482-0	長野県	松川村
20485-4	長野県	白馬村
20486-2	長野県	小谷村
20521-4	長野県	坂城町
20541-9	長野県	小布施町
20543-5	長野県	高山村
20561-3	長野県	山ノ内町
20562-1	長野県	木島平村
20563-0	長野県	野沢温泉村
20583-4	長野県	信濃町
20588-5	長野県	小川村
20590-7	長野県	飯綱町
20602-4	長野県	栄村
21201-6	岐阜県	岐阜市
21202-4	岐阜県	大垣市
21203-2	岐阜県	高山市
21204-1	岐阜県	多治見市
21205-9	岐阜県	関市
21206-7	岐阜県	中津川市
21207-5	岐阜県	美濃市
21208-3	岐阜県	瑞浪市
21209-1	岐阜県	羽島市
21210-5	岐阜県	恵那市
21211-3	岐阜県	美濃加茂市
21212-1	岐阜県	土岐市
21213-0	岐阜県	各務原市
21214-8	岐阜県	可児市
21215-6	岐阜県	山県市
21216-4	岐阜県	瑞穂市
21217-2	岐阜県	飛騨市
21218-1	岐阜県	本巣市
21219-9	岐阜県	郡上市
21220-2	岐阜県	下呂市
21221-1	岐阜県	海津市
21302-1	岐阜県	岐南町
21303-9	岐阜県	笠松町
21341-1	岐阜県	養老町
21361-6	岐阜県	垂井町
21362-4	岐阜県	関ケ原町
21381-1	岐阜県	神戸町
21382-9	岐阜県	輪之内町
21383-7	岐阜県	安八町
21401-9	岐阜県	揖斐川町
21403-5	岐阜県	大野町
21404-3	岐阜県	池田町
21421-3	岐阜県	北方町
21501-5	岐阜県	坂祝町
21502-3	岐阜県	富加町
21503-1	岐阜県	川辺町
21504-0	岐阜県	七宗町
21505-8	岐阜県	八百津町
21506-6	岐阜県	白川町
21507-4	岐阜県	東白川村
21521-0	岐阜県	御嵩町
21604-6	岐阜県	白川村
22100-7	静岡県	静岡市
22130-9	静岡県	浜松市
22203-8	静岡県	沼津市
22205-4	静岡県	熱海市
22206-2	静岡県	三島市
22207-1	静岡県	富士宮市
22208-9	静岡県	伊東市
22209-7	静岡県	島田市
22210-1	静岡県	富士市
22211-9	静岡県	磐田市
22212-7	静岡県	焼津市
22213-5	静岡県	掛川市
22214-3	静岡県	藤枝市
22215-1	静岡県	御殿場市
